I Heard the Bells on Christmas Day ,Christmas,240,327,,,
In the Bleak Midwinter ,Christmas,241,328,,,
In the Lonely Midnight ,Christmas,242,329,,,
"Jesus, Our Brother ",Christmas,243,330,,,
It Came Upon the Midnight Clear ,Christmas,244,331,332,,
Joy to the World! ,Christmas,245,333,334,,
O Little Town of Bethlehem ,Christmas,246,335,336,,
O Little Town of Bethlehem ,Christmas,247,337,338,,
O We Believe in Christmas ,Christmas,248,339,340,,
On This Day Everywhere ,Christmas,249,341,342,,
Purer Than Purest ,Christmas,250,343,344,,
"Silent Night, Holy Night ",Christmas,251,345,,,
Stille Nacht ,Christmas,252,346,,,
"O Come, All Ye Faithful ",Christmas,253,347,,,
Sing We Now of Christmas ,Christmas,254,348,,,
There's a Star in the East ,Christmas,255,349,350,,
Winter Night ,Christmas,256,351,352,,
'Twas in the Moon of Wintertime ,Christmas,257,353,,,
"Whence, O Shepherd Maiden? ",Christmas,258,354,,,
We Three Kings of Orient Are ,Epiphany,259,355,,,
"Oshana, Shira Oshana ",Palm Sunday,260,356,,,
When Jesus Wept ,Palm Sunday,261,357,,,
Hosanna in the Highest ,Palm Sunday,262,358,,,
When Jesus Looked from Olivet ,Palm Sunday,263,359,,,
Now in the Tomb Is Laid ,Good Friday,264,360,,,
"O Sacred Head, Now Wounded ",Good Friday,265,361,362,,
Now the Green Blade Riseth ,Easter,266,363,,,
When Mary Through the Garden Went ,Easter,267,364,,,
Jesus Christ is Risen Today ,Easter,268,365,366,,
"Lo, the Day of Days Is Here ",Easter,269,367,,,
O Day of Light and Gladness ,Easter,270,368,,,
"Come Down, O Love Divine ",Pentecost,271,369,,,
O Prophet Souls of All the Years ,Pentecost,272,370,,,
"Immortal, Invisible ",The Christian Spirit,273,371,,,
Dear Mother - Father of Us All ,The Christian Spirit,274,372,,,
Joyful is the Dark ,The Christian Spirit,275,373,374,,
O Young and Fearless Prophet ,The Christian Spirit,276,375,,,
When We Wend Homeward ,Psalms,277,376,,,
"Praise Be to God, the Almighty ",Psalms,278,377,,,
By the Waters of Babylon ,Psalms,279,378,,,
Helejuhu ,Psalms,280,379,,,
"O God, Our Help in Ages Past ",Psalms,281,380,,,
Let the Whole Creation Cry ,Psalms,282,381,382,,
The Spacious Firmament on High ,Psalms,283,383,384,,
"Praise, O My Heart, to You ",Psalms,284,385,386,,
"We Worship Thee, God ",Psalms,285,387,,,
A Core of Silence ,The Life of Integrity,286,388,,,
Faith of the Larger Liberty ,The Life of Integrity,287,389,390,,
All Are Architects ,The Life of Integrity,288,391,,,
"Creative Love, Our Thanks We Give ",The Life of Integrity,289,392,,,
"Bring, O Past, Your Honor ",The Life of Integrity,290,393,394,,
Die Gedanken Sind Frei ,The Life of Integrity,291,395,,,
If I Can Stop One Heart from Breaking ,The Life of Integrity,292,396,,,
O Star of Truth ,The Life of Integrity,293,397,,,
Our Praise We Give ,The Life of Integrity,294,398,,,
Sing Out Praises for the Journey ,The Life of Integrity,295,399,,,
O Ye Who Taste That Love Is Sweet ,The Life of Integrity,296,400,,,
The Star of Truth ,The Life of Integrity,297,401,402,,
"Wake, Now, My Senses ",The Life of Integrity,298,403,,,
Make Channels for the Streams of Love ,The Life of Integrity,299,404,,,
With Heart and Mind ,The Life of Integrity,300,405,406,,
"Touch the Earth, Reach the Sky! ",The Life of Integrity,301,407,,,
Children of the Human Race ,Humanity: Women and Men,302,408,,,
We Are the Earth Upright and Proud ,Humanity: Women and Men,303,409,410,,
A Fierce Unrest ,Humanity: Women and Men,304,411,,,
De Colores ,Humanity: Women and Men,305,412,413,414,
"Sing of Living, Sing of Dying ",Humanity: Women and Men,306,415,,,
The Human Touch Can Light the Flame ,Humanity: Women and Men,307,416,,,
The Blessings of the Earth and Sky ,Humanity: Women and Men,308,417,418,,
Earth is Our Homeland ,Humanity: Women and Men,309,419,420,,
The Earth is Home ,Humanity: Women and Men,310,421,422,,
Let It Be a Dance ,Humanity: Women and Men,311,423,424,425,426
Here on the Paths of Every Day ,Humanity: Women and Men,312,427,,,
O What a Piece of Work Are We ,Humanity: Women and Men,313,428,,,
We are Children of the Earth ,Humanity: Women and Men,314,429,,,
This Old World ,Humanity: Women and Men,315,430,,,
Tradition Held Fast ,Humanity: Women and Men,316,431,432,,
We Are Not Our Own ,Humanity: Women and Men,317,433,434,,
We Would Be One ,Humanity: Women and Men,318,435,436,,
Ye Earthborn Children of a Star ,Humanity: Women and Men,319,437,,,
The Pen is Greater ,Humanity: Women and Men,320,438,,,
Here In the Flesh ,Humanity: Women and Men,321,439,440,,
Thanks Be for These ,Humanity: Women and Men,322,441,,,
Break Not the Circle ,Humanity: Women and Men,323,442,,,
Where My Free Spirit Onward Leads ,Humanity: Women and Men,324,443,444,,
Love Makes a Bridge ,Humanity: Women and Men,325,445,,,
Let All the Beauty We Have Known ,"Beauty, Truth, and Goodness",326,446,,,
"Joy, Thou Goddess ","Beauty, Truth, and Goodness",327,447,448,,
I Sought the Wood in Summer ,"Beauty, Truth, and Goodness",328,449,450,,
Life Has Loveliness to Sell ,"Beauty, Truth, and Goodness",329,451,452,,
The Arching Sky of Morning Glows ,"Beauty, Truth, and Goodness",330,453,,,
Life is the Greatest Gift of All ,"Beauty, Truth, and Goodness",331,454,,,
Perfect Singer ,"Beauty, Truth, and Goodness",332,455,,,
Alone She Cuts and Binds the Grain ,Insight and Wisdom,333,456,,,
When Shall We Learn ,Insight and Wisdom,334,457,,,
Once When My Heart Was Passion Free ,Insight and Wisdom,335,458,,,
All My Memories of Love ,Insight and Wisdom,336,459,460,,
Have I Not Known ,Insight and Wisdom,337,461,462,463,
I Seek the Spirit of a Child ,Insight and Wisdom,338,464,,,
"Knowledge, They Say ",Insight and Wisdom,339,465,,,
Though Gathered Here to Celebrate ,Insight and Wisdom,340,466,,,
"O World, Thou Choosest Not the Better Part ",Insight and Wisdom,341,467,468,,
"O Slowly, Slowly, They Return ",Insight and Wisdom,342,469,,,
A Firemist and a Planet ,Insight and Wisdom,343,470,,,
A Promise Through the Ages Rings ,Hope,344,471,,,
With Joy We Claim the Growing Light ,Hope,345,472,,,
"Come, Sing a Song With Me ",Hope,346,473,,,
Gather the Spirit ,Hope,347,474,475,476,
Guide My Feet ,Hope,348,477,,,
We Gather Together ,Hope,349,478,,,
The Ceaseless Flow of Endless Time ,Here and Now,350,479,,,
"A Long, Long Way the Sea-Winds Blow ",Here and Now,351,480,,,
Find a Stillness ,Here and Now,352,481,,,
Golden Breaks the Dawn ,Here and Now,353,482,,,
"We Laugh, We Cry ",Here and Now,354,483,484,485,
We Lift Our Hearts in Thanks ,Here and Now,355,486,,,
Will You Seek in Far-Off Places? ,Here and Now,356,487,,,
Bright Morning Stars ,Here and Now,357,488,,,
Rank by Rank Again We Stand ,Entrance Songs,358,489,490,,
When We are Gathered ,Entrance Songs,359,491,492,,
Here We Have Gathered ,Entrance Songs,360,493,494,,
"Enter, Rejoice, and Come In ",Entrance Songs,361,495,,,
"Rise Up, O Flame ",Chalice Lightings,362,496,,,
Alleluia! Sang Stars ,Praise Songs and Doxologies,363,497,,,
"Alleluia, Alleluia ",Praise Songs and Doxologies,364,498,,,
Praise God ,Praise Songs and Doxologies,365,499,,,
Heleluyan ,Praise Songs and Doxologies,366,500,,,
"Allelu, Allelu ",Praise Songs and Doxologies,367,501,,,
Now Let Us Sing ,Praise Songs and Doxologies,368,502,,,
This is the Truth That Passes Understanding ,Praise Songs and Doxologies,369,503,504,,
All People That on Earth Do Dwell ,Praise Songs and Doxologies,370,505,,,
long meter tune for lyrics 374-382 ,"Responses, Rounds and Chants",371,506,,,
long meter tune for lyrics 374-382 ,"Responses, Rounds and Chants",372,506,,,
long meter tune for lyrics 374-382 ,"Responses, Rounds and Chants",373,507,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",374,507,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",375,507,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",376,507,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",377,507,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",378,507,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",379,507,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",380,508,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",381,508,,,
lyrics for interchangeable use with 373-373 ,"Responses, Rounds and Chants",382,508,,,
"Alleluia, Amen ","Responses, Rounds and Chants",383,508,,,
Alleluia ,"Responses, Rounds and Chants",384,509,,,
Gloria ,"Responses, Rounds and Chants",385,509,,,
Alleluia Chaconne ,"Responses, Rounds and Chants",386,510,,,
"The Earth, Water, Fire, Air ","Responses, Rounds and Chants",387,510,,,
Dona Nobis Pacem ,"Responses, Rounds and Chants",388,511,,,
Gathered Here ,"Responses, Rounds and Chants",389,511,,,
Gaudeamus Hodie ,"Responses, Rounds and Chants",390,512,,,
Voice Still and Small ,"Responses, Rounds and Chants",391,513,,,
Hineh Mah Tov ,"Responses, Rounds and Chants",392,514,,,
Jubilate Deo ,"Responses, Rounds and Chants",393,514,,,
Have Nashirah ,"Responses, Rounds and Chants",394,515,,,
Sing and Rejoice ,"Responses, Rounds and Chants",395,515,,,
I Know This Rose Will Open ,"Responses, Rounds and Chants",396,516,,,
Morning Has Come ,"Responses, Rounds and Chants",397,516,,,
To See the World ,"Responses, Rounds and Chants",398,517,,,
Vine and Fig Tree ,"Responses, Rounds and Chants",399,518,,,
Shalom Havayreem ,"Responses, Rounds and Chants",400,518,,,
Kum ba Yah ,"Responses, Rounds and Chants",401,519,,,
From You I Receive ,Offertories and Ascriptions,402,520,,,
"Spirit of Truth, of Life, of Power ",Offertories and Ascriptions,403,520,,,
What Gift Can We Bring ,Offertories and Ascriptions,404,521,,,
This Do In Memory of Me ,Communion,405,522,,,
Let Us Break Bread Together ,Communion,406,523,,,
We're Gonna Sit at the Welcome Table ,Communion,407,524,525,,
Wonder of Wonders ,"Namings, Dedications and Christenings",408,526,527,,
Sleep My Child ,"Namings, Dedications and Christenings",409,528,529,,
Surprised by Joy ,Weddings and Services of Union,410,530,,,
Part in Peace ,Memorials and Funerals,411,531,,,
Let Hope and Sorrow Now Unite ,Memorials and Funerals,412,532,,,
Go Now in Peace ,Recessionals,413,533,,,
As We Leave This Friendly Place ,Recessionals,414,534,,,
Hevenu Sahlom Aleychem ,Recessionals,415,534,,,
